price,neighbourhood_cleansed,room_type,property_type,accommodates,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,review_scores_rating,instant_bookable,host_is_superhost,host_identity_verified,bathrooms
90.0,Beacon Hill,Entire home/apt,Entire rental unit,3,1.0,1.0,29,90,125,216,1.77,4.76,0,,1.0,1.0
107.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,235,320,3.09,4.56,0,0.0,1.0,1.0
127.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,276,162,1.55,4.57,0,0.0,1.0,1.0
136.0,West Roxbury,Entire home/apt,Entire guesthouse,3,1.0,3.0,4,90,67,201,1.66,4.95,0,1.0,1.0,1.0
66.0,Hyde Park,Private room,Private room in home,1,1.0,1.0,29,1125,277,43,0.35,4.74,1,0.0,1.0,2.0
324.0,Brighton,Entire home/apt,Entire rental unit,2,1.0,1.0,2,29,232,414,3.4,4.99,0,1.0,1.0,1.0
298.0,Back Bay,Entire home/apt,Entire condo,4,1.0,5.0,29,1125,263,119,1.15,4.89,0,0.0,1.0,1.0
461.0,South End,Entire home/apt,Entire condo,4,2.0,2.0,2,360,254,68,0.56,4.9,0,1.0,1.0,1.0
141.0,Jamaica Plain,Private room,Private room in guest suite,2,1.0,1.0,91,1125,365,39,0.32,4.54,0,0.0,0.0,1.0
52.0,Hyde Park,Private room,Private room in home,1,1.0,1.0,91,150,153,17,0.16,5.0,0,0.0,1.0,1.5
121.0,Jamaica Plain,Entire home/apt,Entire guest suite,2,1.0,1.0,2,1125,112,718,5.94,4.96,0,1.0,1.0,1.0
184.0,Beacon Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,256,308,2.56,4.71,0,0.0,1.0,1.0
105.0,Roxbury,Private room,Private room in townhouse,2,1.0,2.0,4,43,31,247,2.04,4.9,0,1.0,1.0,1.0
312.0,Jamaica Plain,Private room,Private room in guest suite,2,1.0,1.0,91,365,365,15,0.13,4.4,0,0.0,0.0,1.0
224.0,Jamaica Plain,Private room,Private room in guest suite,2,2.0,2.0,91,1125,365,23,0.19,4.48,0,0.0,0.0,3.0
50.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,358,16,0.13,4.31,0,0.0,1.0,1.0
541.0,Dorchester,Entire home/apt,Entire rental unit,12,4.0,5.0,1,31,291,22,0.18,4.73,0,1.0,1.0,1.0
92.0,Roxbury,Private room,Private room in home,2,1.0,1.0,1,1125,158,55,1.79,4.95,0,,1.0,1.5
163.0,Hyde Park,Entire home/apt,Entire rental unit,6,2.0,2.0,1,1125,80,5,0.14,5.0,0,1.0,1.0,1.0
102.0,Brighton,Entire home/apt,Entire rental unit,4,2.0,2.0,29,360,214,75,0.63,4.72,0,1.0,1.0,1.0
191.0,Beacon Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,296,306,2.83,4.57,0,0.0,1.0,1.0
193.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,91,365,181,23,0.19,4.83,0,1.0,1.0,1.0
150.0,Roslindale,Private room,Private room in guest suite,2,1.0,1.0,29,1125,89,139,1.17,4.96,0,0.0,1.0,1.0
237.0,West Roxbury,Entire home/apt,Entire rental unit,4,2.0,2.0,4,180,78,240,2.01,4.85,0,1.0,1.0,1.0
290.0,Roxbury,Entire home/apt,Entire condo,3,2.0,3.0,91,180,362,0,,,0,0.0,1.0,2.5
43.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,340,24,0.21,4.54,0,0.0,1.0,1.0
45.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,730,259,27,0.24,4.7,0,0.0,1.0,1.0
168.0,North End,Entire home/apt,Entire condo,2,1.0,1.0,29,1125,176,181,1.53,4.64,0,0.0,1.0,1.0
125.0,Chinatown,Entire home/apt,Entire rental unit,4,2.0,2.0,91,1125,0,19,0.16,4.79,0,0.0,1.0,1.0
179.0,East Boston,Entire home/apt,Entire condo,2,1.0,1.0,29,90,251,84,0.75,4.9,0,0.0,1.0,1.0
135.0,Jamaica Plain,Entire home/apt,Entire condo,2,2.0,2.0,45,365,230,53,0.46,4.72,0,0.0,0.0,1.0
219.0,South End,Entire home/apt,Entire rental unit,2,1.0,0.0,29,1125,0,103,0.88,4.55,0,0.0,1.0,1.0
207.0,South End,Entire home/apt,Entire rental unit,4,1.0,0.0,29,1125,0,69,0.59,4.55,0,0.0,1.0,1.0
42.0,Brighton,Private room,Private room in home,1,1.0,1.0,60,400,115,16,0.14,4.69,0,1.0,1.0,1.0
155.0,Dorchester,Entire home/apt,Entire rental unit,4,4.0,4.0,30,365,350,3,0.03,4.67,0,0.0,1.0,1.0
336.0,Jamaica Plain,Entire home/apt,Entire home,5,3.0,3.0,3,7,21,54,0.48,4.93,0,0.0,1.0,2.0
144.0,Roxbury,Entire home/apt,Entire rental unit,2,1.0,1.0,5,730,331,96,0.85,4.94,0,1.0,1.0,1.0
300.0,Brighton,Entire home/apt,Entire loft,4,2.0,2.0,29,1125,325,74,0.66,4.81,0,1.0,1.0,1.0
85.0,Jamaica Plain,Entire home/apt,Entire home,3,2.0,2.0,91,1125,90,70,0.6,4.79,0,0.0,1.0,2.0
285.0,Beacon Hill,Entire home/apt,Entire guest suite,3,0.0,2.0,1,31,218,816,7.23,4.86,0,1.0,1.0,1.0
45.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,279,19,0.17,4.68,0,0.0,1.0,1.0
180.0,Downtown,Entire home/apt,Entire rental unit,2,0.0,2.0,91,1125,275,43,0.4,4.07,0,1.0,1.0,1.0
43.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,364,20,0.17,4.65,0,0.0,1.0,1.0
115.0,Roxbury,Entire home/apt,Entire rental unit,4,2.0,2.0,30,365,85,230,1.99,4.77,0,0.0,1.0,1.0
104.0,Brighton,Entire home/apt,Entire rental unit,4,1.0,1.0,31,360,39,130,1.13,4.85,0,1.0,1.0,1.0
271.0,South End,Entire home/apt,Entire rental unit,2,0.0,2.0,3,730,243,83,1.04,4.92,0,1.0,1.0,1.0
130.0,North End,Entire home/apt,Entire condo,2,1.0,1.0,91,368,22,22,0.21,4.64,0,0.0,1.0,1.0
42.0,Brighton,Private room,Private room in home,1,1.0,1.0,60,400,284,20,0.18,4.85,0,1.0,1.0,1.0
40.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,358,22,0.19,4.59,0,0.0,1.0,1.0
208.0,Downtown,Entire home/apt,Entire condo,2,1.0,1.0,29,365,326,405,3.52,4.85,1,1.0,0.0,1.0
282.0,South End,Entire home/apt,Entire rental unit,2,0.0,0.0,3,90,14,77,0.67,4.96,0,1.0,1.0,1.0
39.0,Brighton,Private room,Private room in home,1,1.0,1.0,60,400,92,22,0.2,4.64,0,1.0,1.0,1.0
110.0,East Boston,Entire home/apt,Entire rental unit,2,1.0,2.0,91,365,166,124,1.35,4.83,1,1.0,1.0,1.0
128.0,Roxbury,Entire home/apt,Entire rental unit,4,0.0,2.0,91,1125,178,191,1.66,4.76,0,1.0,1.0,1.0
163.0,Charlestown,Entire home/apt,Entire rental unit,4,2.0,1.0,29,1125,179,63,0.56,4.71,0,1.0,1.0,1.0
79.0,Allston,Private room,Private room in home,2,1.0,1.0,3,90,229,372,3.27,4.82,0,1.0,1.0,1.0
650.0,West Roxbury,Entire home/apt,Entire home,6,5.0,6.0,29,730,358,12,0.11,5.0,0,0.0,1.0,3.0
307.0,Fenway,Entire home/apt,Entire rental unit,4,2.0,2.0,2,90,28,325,3.23,4.87,0,1.0,1.0,1.0
201.0,Roxbury,Entire home/apt,Entire rental unit,8,3.0,4.0,91,1125,180,17,0.15,4.29,0,0.0,1.0,1.0
269.0,Chinatown,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,317,4,0.04,5.0,1,1.0,1.0,1.0
100.0,Mattapan,Private room,Private room in home,2,1.0,1.0,29,1125,357,42,0.37,4.64,0,0.0,1.0,1.5
99.0,Jamaica Plain,Private room,Private room in rental unit,2,1.0,1.0,91,1125,279,13,0.11,4.85,0,0.0,1.0,1.0
377.0,Downtown,Entire home/apt,Entire rental unit,5,2.0,2.0,32,270,359,2,0.02,5.0,1,1.0,1.0,2.0
39.0,Dorchester,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,9,0.08,4.78,0,0.0,1.0,1.0
190.0,Charlestown,Entire home/apt,Entire rental unit,6,3.0,3.0,1,500,233,628,5.58,4.89,1,1.0,1.0,1.0
150.0,West Roxbury,Entire home/apt,Entire rental unit,6,3.0,3.0,3,365,325,254,2.33,4.74,0,0.0,1.0,1.0
64.0,Charlestown,Private room,Private room in rental unit,2,1.0,1.0,29,1125,215,33,0.29,4.85,0,1.0,1.0,1.0
44.0,Brighton,Private room,Private room in home,1,1.0,1.0,60,400,152,11,0.1,4.91,0,1.0,1.0,1.0
130.0,North End,Entire home/apt,Entire rental unit,4,1.0,1.0,32,1125,360,40,0.35,4.1,0,0.0,1.0,1.0
202.0,Back Bay,Entire home/apt,Entire condo,2,1.0,1.0,32,1125,318,6,0.09,5.0,0,0.0,1.0,1.0
110.0,Beacon Hill,Entire home/apt,Entire rental unit,2,0.0,1.0,32,1125,267,15,0.13,4.27,0,0.0,1.0,1.0
70.0,Allston,Private room,Private room in rental unit,2,1.0,1.0,91,365,281,0,,,1,0.0,1.0,2.0
50.0,Dorchester,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,7,0.06,5.0,0,0.0,1.0,1.0
39.0,Roxbury,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,0,,,0,0.0,1.0,2.0
39.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,91,999,365,3,0.03,5.0,0,0.0,1.0,1.0
39.0,Dorchester,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,3,0.03,5.0,0,0.0,1.0,1.0
37.0,Roxbury,Private room,Private room in rental unit,1,1.0,1.0,30,180,143,24,0.21,4.96,0,1.0,1.0,1.5
166.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,29,360,66,176,1.58,4.95,0,1.0,1.0,1.0
158.0,South End,Entire home/apt,Entire rental unit,4,1.0,1.0,29,365,350,147,1.31,4.95,0,1.0,1.0,1.0
143.0,East Boston,Entire home/apt,Entire rental unit,2,1.0,1.0,1,25,272,943,8.44,4.75,0,0.0,1.0,1.0
36.0,Roxbury,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,1,0.01,5.0,0,0.0,1.0,2.0
35.0,Dorchester,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,2,0.02,5.0,0,0.0,1.0,1.0
124.0,Hyde Park,Entire home/apt,Entire home,6,2.0,3.0,2,100,328,351,3.42,4.9,0,1.0,1.0,1.0
39.0,Dorchester,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,2,0.02,5.0,0,0.0,1.0,1.0
131.0,Jamaica Plain,Entire home/apt,Entire guest suite,2,1.0,1.0,2,1125,117,534,4.93,4.95,0,1.0,1.0,1.0
60.0,Charlestown,Private room,Private room in rental unit,2,1.0,1.0,29,1125,234,42,0.38,4.9,0,1.0,1.0,1.0
199.0,Dorchester,Entire home/apt,Entire rental unit,8,3.0,6.0,5,1125,340,111,1.15,4.92,0,1.0,1.0,1.0
523.0,Roxbury,Entire home/apt,Entire rental unit,4,2.0,2.0,29,365,312,57,0.51,4.98,0,1.0,1.0,1.0
98.0,Beacon Hill,Entire home/apt,Entire rental unit,3,1.0,1.0,29,1125,198,233,2.08,4.87,0,1.0,1.0,1.0
227.0,Jamaica Plain,Entire home/apt,Entire rental unit,4,2.0,2.0,4,120,262,257,2.31,4.78,0,1.0,1.0,1.0
99.0,Jamaica Plain,Private room,Private room in rental unit,2,1.0,2.0,91,1125,365,9,0.08,5.0,0,0.0,1.0,1.0
95.0,Mattapan,Private room,Private room in home,3,1.0,2.0,1,1125,322,79,0.71,4.92,0,0.0,1.0,1.5
159.0,Jamaica Plain,Entire home/apt,Entire loft,3,0.0,1.0,5,20,10,323,2.89,4.97,0,0.0,1.0,1.0
94.0,Allston,Private room,Private room in home,2,1.0,1.0,3,96,219,348,3.13,4.84,0,1.0,1.0,1.0
338.0,South Boston,Entire home/apt,Entire condo,5,2.0,2.0,3,730,357,65,0.58,4.82,0,0.0,1.0,1.0
501.0,North End,Entire home/apt,Entire rental unit,6,2.0,2.0,5,365,119,339,3.05,4.91,1,1.0,0.0,1.0
39.0,Dorchester,Private room,Private room in rental unit,1,2.0,1.0,91,1000,365,3,0.03,5.0,0,0.0,1.0,1.0
44.0,Roxbury,Private room,Private room in rental unit,1,1.0,1.0,30,365,66,23,0.22,5.0,1,1.0,1.0,1.0
158.0,Jamaica Plain,Entire home/apt,Entire home,2,1.0,1.0,3,365,313,175,1.93,4.94,0,0.0,1.0,1.0
192.0,Jamaica Plain,Entire home/apt,Entire condo,3,1.0,1.0,3,365,310,266,2.44,4.91,1,0.0,1.0,1.0
307.0,Mattapan,Entire home/apt,Entire townhouse,6,3.0,3.0,29,1125,349,41,0.38,4.71,0,0.0,1.0,1.0
40.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,361,22,0.2,4.5,0,0.0,1.0,1.0
119.0,Jamaica Plain,Private room,Private room in home,1,1.0,1.0,3,14,23,339,3.08,4.91,0,1.0,1.0,1.5
60.0,Mattapan,Private room,Private room in home,1,1.0,1.0,90,700,273,11,0.1,4.64,0,1.0,1.0,1.5
946.0,South Boston,Entire home/apt,Entire home,6,4.0,4.0,29,30,358,17,0.16,4.88,0,0.0,1.0,2.0
48.0,Dorchester,Private room,Private room in rental unit,1,1.0,2.0,30,365,304,14,0.13,4.71,0,0.0,1.0,1.0
358.0,South End,Entire home/apt,Entire condo,4,2.0,2.0,2,120,218,440,3.99,4.93,0,1.0,1.0,2.0
65.0,Hyde Park,Private room,Private room in home,1,1.0,1.0,29,1125,338,50,0.45,4.58,1,0.0,1.0,2.0
435.0,Bay Village,Entire home/apt,Entire rental unit,7,3.0,4.0,3,120,105,237,2.16,4.84,0,1.0,1.0,1.5
68.0,South Boston,Private room,Private room in home,2,1.0,1.0,5,29,57,149,1.36,4.68,0,0.0,0.0,1.0
336.0,Charlestown,Private room,Private room in bed and breakfast,4,1.0,1.0,1,1125,153,53,0.54,4.85,1,1.0,1.0,1.5
97.0,Dorchester,Private room,Private room in home,2,1.0,1.0,1,1125,301,442,4.02,4.96,0,1.0,1.0,1.0
253.0,Charlestown,Private room,Private room in bed and breakfast,2,1.0,1.0,1,1125,140,172,1.57,4.86,1,1.0,1.0,1.0
253.0,Charlestown,Private room,Private room in bed and breakfast,2,1.0,1.0,1,1125,150,100,0.91,4.71,1,1.0,1.0,1.0
336.0,Charlestown,Private room,Private room in bed and breakfast,4,1.0,1.0,1,1125,147,61,0.56,4.77,1,1.0,1.0,2.0
164.0,Brighton,Entire home/apt,Entire guest suite,2,1.0,2.0,2,60,65,347,3.56,4.92,1,1.0,1.0,1.0
189.0,South End,Entire home/apt,Entire condo,4,1.0,1.0,30,60,309,132,1.22,4.91,0,0.0,0.0,1.0
72.0,Roxbury,Private room,Private room in townhouse,2,2.0,1.0,91,1125,363,46,0.42,4.89,0,1.0,1.0,1.0
179.0,Jamaica Plain,Entire home/apt,Entire condo,3,1.0,1.0,1,28,163,557,5.14,4.88,0,1.0,1.0,1.5
392.0,Beacon Hill,Entire home/apt,Entire condo,4,2.0,2.0,4,1100,272,483,4.43,4.91,1,1.0,1.0,1.0
39.0,Roxbury,Private room,Private room in rental unit,1,2.0,1.0,91,999,365,2,0.02,5.0,0,0.0,1.0,1.5
125.0,Dorchester,Private room,Private room in home,3,1.0,3.0,1,1125,293,420,3.87,4.97,0,1.0,1.0,1.0
92.0,East Boston,Entire home/apt,Entire condo,4,0.0,2.0,29,1125,142,60,0.57,4.55,0,0.0,0.0,1.0
163.0,South Boston,Private room,Private room in home,2,1.0,1.0,2,28,133,385,3.57,4.92,0,1.0,1.0,1.0
39.0,Roxbury,Private room,Private room in rental unit,1,1.0,1.0,91,1000,365,5,0.05,5.0,0,0.0,1.0,1.5
97.0,Dorchester,Private room,Private room in home,2,1.0,1.0,1,1125,296,318,2.94,4.96,0,1.0,1.0,1.0
162.0,Allston,Entire home/apt,Entire rental unit,2,2.0,4.0,29,365,248,401,3.81,4.91,0,0.0,1.0,2.0
645.0,Bay Village,Entire home/apt,Entire rental unit,7,4.0,4.0,2,100,63,337,3.12,4.79,0,0.0,1.0,1.0
500.0,Back Bay,Entire home/apt,Entire condo,2,1.0,1.0,31,1125,256,30,0.29,4.7,0,0.0,1.0,1.5
141.0,Dorchester,Entire home/apt,Entire guest suite,3,2.0,2.0,5,365,250,255,2.86,4.95,0,1.0,1.0,1.0
399.0,Jamaica Plain,Entire home/apt,Entire rental unit,4,2.0,2.0,5,92,244,84,0.92,5.0,0,0.0,1.0,1.0
644.0,Allston,Entire home/apt,Entire townhouse,10,4.0,4.0,2,90,291,194,1.8,4.92,0,1.0,1.0,2.5
149.0,Charlestown,Entire home/apt,Entire rental unit,2,1.0,1.0,31,365,263,52,0.51,4.94,0,1.0,1.0,1.0
205.0,Dorchester,Entire home/apt,Entire condo,4,2.0,2.0,2,1125,188,160,1.57,4.83,0,0.0,1.0,1.0
250.0,Allston,Entire home/apt,Entire condo,8,2.0,5.0,91,365,297,67,0.64,4.84,1,0.0,0.0,1.5
120.0,Hyde Park,Entire home/apt,Entire home,6,2.0,3.0,2,100,328,313,2.93,4.85,0,1.0,1.0,1.0
85.0,Charlestown,Private room,Private room in rental unit,2,1.0,1.0,1,91,297,109,1.09,4.83,0,1.0,1.0,1.0
160.0,Roslindale,Entire home/apt,Entire rental unit,4,2.0,2.0,29,365,261,46,0.44,4.74,0,1.0,0.0,1.0
133.0,Charlestown,Private room,Private room in rental unit,4,2.0,2.0,1,1125,293,185,1.74,4.75,0,1.0,1.0,1.0
107.0,Hyde Park,Entire home/apt,Entire rental unit,8,4.0,3.0,29,1125,319,12,0.11,5.0,0,0.0,1.0,2.0
75.0,Roxbury,Private room,Private room in condo,2,1.0,1.0,6,60,46,107,1.03,4.93,0,1.0,1.0,1.0
65.0,Dorchester,Private room,Private room in rental unit,2,1.0,2.0,29,180,363,99,0.93,4.7,0,1.0,1.0,2.0
66.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,364,4,0.04,4.25,0,0.0,1.0,1.0
170.0,Back Bay,Entire home/apt,Entire condo,3,0.0,1.0,29,1124,329,155,1.46,4.88,0,0.0,1.0,1.0
60.0,Charlestown,Private room,Private room in rental unit,2,1.0,1.0,29,1125,122,3,0.03,5.0,0,1.0,1.0,1.0
78.0,Charlestown,Private room,Private room in rental unit,2,1.0,1.0,1,1125,297,110,1.07,4.83,0,1.0,1.0,1.0
39.0,Roxbury,Private room,Private room in rental unit,1,1.0,1.0,100,1000,365,3,0.03,5.0,0,0.0,1.0,1.5
106.0,Roxbury,Private room,Private room in rental unit,2,1.0,1.0,2,10,303,125,1.19,4.96,0,0.0,1.0,1.0
64.0,Charlestown,Private room,Private room in rental unit,2,1.0,1.0,29,1125,123,6,0.06,4.83,0,1.0,1.0,1.0
62.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,60,180,302,51,0.49,4.71,0,1.0,1.0,2.0
180.0,Jamaica Plain,Entire home/apt,Entire rental unit,5,2.0,4.0,4,29,310,110,1.28,4.9,1,1.0,1.0,1.0
234.0,South Boston,Entire home/apt,Entire rental unit,3,1.0,1.0,2,28,317,69,0.67,4.91,0,0.0,1.0,2.0
206.0,Jamaica Plain,Entire home/apt,Entire rental unit,4,2.0,3.0,3,730,326,218,2.12,4.87,0,1.0,1.0,1.0
500.0,West Roxbury,Private room,Private room in townhouse,1,1.0,1.0,91,1125,89,5,0.05,4.8,0,0.0,1.0,1.5
304.0,Roxbury,Entire home/apt,Entire rental unit,4,2.0,2.0,2,30,304,342,3.58,4.98,1,0.0,0.0,1.0
66.0,Roslindale,Private room,Private room in rental unit,1,1.0,1.0,29,365,86,24,0.23,4.83,0,1.0,0.0,1.0
257.0,Leather District,Entire home/apt,Entire rental unit,3,1.0,1.0,32,270,318,6,0.06,4.5,1,1.0,1.0,1.0
480.0,Dorchester,Entire home/apt,Entire home,12,3.0,6.0,2,730,137,143,1.36,4.8,0,1.0,1.0,2.0
39.0,Roxbury,Private room,Private room in rental unit,1,2.0,1.0,91,1125,365,3,0.03,5.0,0,0.0,1.0,1.5
45.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,280,19,0.2,4.58,0,0.0,1.0,1.0
39.0,Roxbury,Private room,Private room in home,1,2.0,1.0,150,1125,180,2,0.02,5.0,0,0.0,1.0,1.0
115.0,Dorchester,Private room,Private room in home,2,1.0,1.0,2,14,138,398,3.83,4.98,0,1.0,1.0,1.0
241.0,Jamaica Plain,Entire home/apt,Entire guest suite,3,1.0,2.0,3,25,341,304,2.93,4.97,0,1.0,1.0,1.0
338.0,South End,Entire home/apt,Entire rental unit,2,1.0,1.0,3,60,63,295,2.85,4.98,1,1.0,1.0,1.0
153.0,Roxbury,Entire home/apt,Entire rental unit,4,1.0,2.0,91,1125,181,159,1.53,4.72,0,1.0,1.0,1.0
280.0,Chinatown,Entire home/apt,Entire rental unit,5,2.0,3.0,3,1125,276,332,3.2,4.7,1,0.0,1.0,1.0
317.0,Chinatown,Entire home/apt,Entire rental unit,5,2.0,4.0,3,1125,203,294,2.83,4.73,1,0.0,1.0,1.0
145.0,Chinatown,Entire home/apt,Entire rental unit,3,1.0,2.0,29,35,362,217,2.09,4.8,1,0.0,1.0,1.0
453.0,South End,Entire home/apt,Entire rental unit,6,2.0,3.0,2,1125,214,392,3.78,4.96,0,1.0,1.0,1.0
180.0,Chinatown,Entire home/apt,Entire rental unit,3,1.0,2.0,29,90,336,151,1.46,4.85,1,0.0,1.0,1.0
130.0,Fenway,Entire home/apt,Entire condo,2,0.0,1.0,91,1125,365,4,0.04,4.0,0,0.0,1.0,1.0
236.0,South End,Entire home/apt,Entire rental unit,4,1.0,2.0,1,1125,223,372,3.61,4.89,0,1.0,1.0,1.0
66.0,Charlestown,Private room,Private room in rental unit,2,1.0,1.0,29,1125,137,5,0.05,4.4,0,1.0,1.0,1.0
140.0,Roxbury,Entire home/apt,Entire rental unit,5,1.0,3.0,30,1125,324,94,0.91,4.76,1,0.0,1.0,1.0
40.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,347,20,0.2,4.65,0,0.0,1.0,1.0
430.0,Roxbury,Entire home/apt,Entire home,11,4.0,7.0,29,1125,335,122,1.18,4.76,1,0.0,1.0,2.0
55.0,Roxbury,Private room,Private room in condo,1,1.0,1.0,91,1000,365,0,,,0,0.0,1.0,1.5
156.0,Back Bay,Entire home/apt,Entire condo,2,1.0,1.0,29,1125,156,218,5.57,4.85,0,1.0,1.0,1.0
130.0,North End,Entire home/apt,Entire condo,2,2.0,2.0,91,1125,285,15,0.15,5.0,0,0.0,1.0,1.0
50.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,365,150,14,0.16,4.64,0,0.0,1.0,1.0
120.0,Dorchester,Entire home/apt,Entire rental unit,3,3.0,3.0,30,365,365,1,0.07,3.0,0,0.0,1.0,1.0
83.0,Mission Hill,Private room,Private room in rental unit,2,1.0,1.0,29,730,297,85,0.82,4.69,0,1.0,1.0,1.0
167.0,Roxbury,Entire home/apt,Entire rental unit,4,1.0,3.0,91,1125,268,98,0.95,4.68,0,1.0,1.0,1.0
90.0,Dorchester,Private room,Private room in rental unit,1,1.0,4.0,30,180,263,33,0.32,4.61,0,1.0,1.0,2.0
161.0,South End,Entire home/apt,Entire rental unit,2,0.0,1.0,2,26,25,82,0.82,4.72,0,0.0,1.0,1.0
39.0,Roxbury,Private room,Private room in rental unit,1,2.0,1.0,150,1125,365,0,,,0,0.0,1.0,1.5
347.0,Charlestown,Entire home/apt,Entire rental unit,2,1.0,1.0,4,15,164,73,0.71,4.86,0,0.0,1.0,1.0
61.0,Dorchester,Private room,Private room in rental unit,2,1.0,1.0,29,365,365,132,1.55,4.92,0,0.0,1.0,1.0
230.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,1,1125,279,310,3.02,4.72,0,0.0,1.0,1.0
185.0,Dorchester,Entire home/apt,Entire rental unit,4,2.0,2.0,91,1125,180,77,0.75,4.95,0,1.0,1.0,1.0
189.0,Allston,Private room,Private room in townhouse,2,2.0,2.0,91,1125,365,44,0.43,4.73,1,0.0,1.0,1.0
171.0,Brighton,Entire home/apt,Entire rental unit,4,1.0,2.0,180,1125,261,4,0.05,5.0,0,0.0,1.0,1.0
110.0,Brighton,Private room,Private room in condo,2,1.0,1.0,1,1125,353,209,2.07,4.82,1,1.0,1.0,1.0
39.0,Roxbury,Private room,Private room in rental unit,1,1.0,1.0,120,1125,365,1,0.01,5.0,0,0.0,1.0,1.0
196.0,Back Bay,Entire home/apt,Entire rental unit,2,0.0,1.0,30,1125,182,145,1.42,4.85,1,1.0,1.0,1.0
71.0,Dorchester,Private room,Private room in home,3,1.0,1.0,29,365,266,106,1.04,4.79,0,0.0,1.0,1.0
50.0,Roxbury,Private room,Private room in condo,1,1.0,1.0,90,1125,363,17,0.17,4.76,0,1.0,0.0,2.0
91.0,Dorchester,Private room,Private room in home,2,1.0,1.0,1,13,62,989,9.71,4.98,0,1.0,1.0,1.0
55.0,East Boston,Private room,Private room in home,1,1.0,1.0,31,1125,364,1,0.07,1.0,0,0.0,0.0,1.0
55.0,East Boston,Private room,Private room in home,1,1.0,1.0,31,1125,364,4,0.04,4.0,0,0.0,0.0,1.0
113.0,West Roxbury,Entire home/apt,Entire home,4,1.0,1.0,91,1125,234,20,0.2,4.95,0,1.0,1.0,1.0
110.0,Roslindale,Private room,Private room in rental unit,2,1.0,2.0,2,1124,341,96,0.95,4.72,1,0.0,1.0,1.0
116.0,Brighton,Private room,Private room in condo,2,1.0,1.0,1,1125,342,241,2.39,4.82,1,1.0,1.0,1.0
129.0,Brighton,Private room,Private room in condo,2,1.0,1.0,1,1125,348,100,0.99,4.8,1,1.0,1.0,1.0
120.0,Brighton,Private room,Private room in rental unit,2,1.0,1.0,1,1125,331,117,1.16,4.76,1,1.0,1.0,1.0
134.0,Brighton,Private room,Private room in condo,2,1.0,1.0,1,1125,354,127,2.08,4.94,1,1.0,1.0,1.0
45.0,Roxbury,Private room,Private room in rental unit,1,1.0,1.0,60,1125,323,8,0.08,4.5,0,1.0,0.0,2.0
55.0,Dorchester,Private room,Private room in rental unit,1,1.0,1.0,30,180,333,50,0.5,4.72,0,1.0,1.0,2.0
627.0,Jamaica Plain,Entire home/apt,Entire home,8,4.0,5.0,3,62,97,37,0.43,4.97,1,1.0,1.0,3.5
104.0,Jamaica Plain,Private room,Private room in home,2,1.0,1.0,29,1125,75,109,1.09,4.89,0,0.0,1.0,1.0
125.0,Jamaica Plain,Private room,Private room in home,3,1.0,1.0,29,180,270,108,1.08,4.87,0,0.0,1.0,1.0
96.0,Dorchester,Private room,Private room in home,2,1.0,1.0,1,7,186,949,9.42,4.99,0,1.0,1.0,1.0
85.0,Dorchester,Private room,Private room in condo,2,2.0,3.0,1,730,337,228,2.26,4.86,0,1.0,1.0,1.0
184.0,Charlestown,Entire home/apt,Boat,6,1.0,1.0,2,1125,319,111,1.11,4.79,1,0.0,0.0,1.0
39.0,Roxbury,Private room,Private room in rental unit,1,2.0,1.0,150,1125,365,2,0.02,5.0,0,0.0,1.0,1.0
242.0,East Boston,Entire home/apt,Entire rental unit,10,3.0,11.0,1,1125,334,455,4.53,4.88,0,1.0,1.0,1.0
55.0,East Boston,Private room,Private room in rental unit,1,0.0,1.0,91,1125,364,1,0.01,5.0,0,0.0,0.0,0.0
